id,cons,pain points,topic_label
134,"The risk advisory position I took in Technology Digital Risk was mis sold. It is essentially IT Audit, with the 'chance' of doing advisory work 5+ years down the line if you're lucky (note its about an 80/20 split between IT audit and advisory work anyway). I doubt the advisory work is interesting and worth 5 years of your career regardless.
No career progression outside of the firm. If you stay long enough, you'll only get Internal Audit opportunities at mid and big size firms. It pigeon-holes you completely.
As a reference point, a few other grads reached out to me when they heard I was leaving as they were all feeling the same way about the job - seems like everyone is duped into this role in a way.",risk advisory position mis sold as IT Audit,Staffing & Recruitment
134,"The risk advisory position I took in Technology Digital Risk was mis sold. It is essentially IT Audit, with the 'chance' of doing advisory work 5+ years down the line if you're lucky (note its about an 80/20 split between IT audit and advisory work anyway). I doubt the advisory work is interesting and worth 5 years of your career regardless.
No career progression outside of the firm. If you stay long enough, you'll only get Internal Audit opportunities at mid and big size firms. It pigeon-holes you completely.
As a reference point, a few other grads reached out to me when they heard I was leaving as they were all feeling the same way about the job - seems like everyone is duped into this role in a way.",limited career progression within the firm,Career Development & Growth Opportunities
134,"The risk advisory position I took in Technology Digital Risk was mis sold. It is essentially IT Audit, with the 'chance' of doing advisory work 5+ years down the line if you're lucky (note its about an 80/20 split between IT audit and advisory work anyway). I doubt the advisory work is interesting and worth 5 years of your career regardless.
No career progression outside of the firm. If you stay long enough, you'll only get Internal Audit opportunities at mid and big size firms. It pigeon-holes you completely.
As a reference point, a few other grads reached out to me when they heard I was leaving as they were all feeling the same way about the job - seems like everyone is duped into this role in a way.",potential pigeon-holing into Internal Audit,Career Development & Growth Opportunities
134,"The risk advisory position I took in Technology Digital Risk was mis sold. It is essentially IT Audit, with the 'chance' of doing advisory work 5+ years down the line if you're lucky (note its about an 80/20 split between IT audit and advisory work anyway). I doubt the advisory work is interesting and worth 5 years of your career regardless.
No career progression outside of the firm. If you stay long enough, you'll only get Internal Audit opportunities at mid and big size firms. It pigeon-holes you completely.
As a reference point, a few other grads reached out to me when they heard I was leaving as they were all feeling the same way about the job - seems like everyone is duped into this role in a way.",lack of interesting advisory work,Innovativeness
135,Harder and harder to make partner,difficulty becoming a partner,Career Development & Growth Opportunities
136,"Depending on the team you end up working in, it can be quite bureaucratic",bureaucratic teams,Bureaucracy & Administrative Excess
137,Long hours and pressure if you don't know how to manage your bosses,long hours,"Workload, Stress & Exhaustion"
137,Long hours and pressure if you don't know how to manage your bosses,pressure from bosses,Relationship With Direct Manager
138,"too political, long hours, no bonus, no pay rises",too political,Leadership & Higher Management
138,"too political, long hours, no bonus, no pay rises",long hours,"Workload, Stress & Exhaustion"
138,"too political, long hours, no bonus, no pay rises",no bonus,Compensation & Benefits
138,"too political, long hours, no bonus, no pay rises",no pay rises,Compensation & Benefits
139,"Bad Management, Awful Office Environment, Management Use Fowl Language WhenSpeaking To You, Expected To Work Long Hours With No Pay, Staff Shout At Each Other, No Training, You Will Need Professional Medical Support if you choose to work here",bad management,Management Practices
139,"Bad Management, Awful Office Environment, Management Use Fowl Language WhenSpeaking To You, Expected To Work Long Hours With No Pay, Staff Shout At Each Other, No Training, You Will Need Professional Medical Support if you choose to work here",awful office environment,Company Climate
139,"Bad Management, Awful Office Environment, Management Use Fowl Language WhenSpeaking To You, Expected To Work Long Hours With No Pay, Staff Shout At Each Other, No Training, You Will Need Professional Medical Support if you choose to work here",managers using foul language,Relationship With Direct Manager
139,"Bad Management, Awful Office Environment, Management Use Fowl Language WhenSpeaking To You, Expected To Work Long Hours With No Pay, Staff Shout At Each Other, No Training, You Will Need Professional Medical Support if you choose to work here",expected to work long hours without pay,Compensation & Benefits
139,"Bad Management, Awful Office Environment, Management Use Fowl Language WhenSpeaking To You, Expected To Work Long Hours With No Pay, Staff Shout At Each Other, No Training, You Will Need Professional Medical Support if you choose to work here",staff shouting at each other,Workplace Harassment
139,"Bad Management, Awful Office Environment, Management Use Fowl Language WhenSpeaking To You, Expected To Work Long Hours With No Pay, Staff Shout At Each Other, No Training, You Will Need Professional Medical Support if you choose to work here",no training,Employee Training & Development
139,"Bad Management, Awful Office Environment, Management Use Fowl Language WhenSpeaking To You, Expected To Work Long Hours With No Pay, Staff Shout At Each Other, No Training, You Will Need Professional Medical Support if you choose to work here",need for professional medical support,Support & Resources
140,Relatively poor pay compared to other industries,poor pay compared to other industries,Compensation & Benefits
141,Sometimes you have to work long hours and tight deadlines,long hours,"Workload, Stress & Exhaustion"
141,Sometimes you have to work long hours and tight deadlines,tight deadlines,Organizational Processes Efficiency
142,Not paid enough for the amount of work expected,not paid enough for the expected workload,Compensation & Benefits
143,Salary is lower to what competitors offer,lower salary compared to competitors,Compensation & Benefits
144,- didn't employ on a perm basis (FTC),didn't employ on a permanent basis,Staffing & Recruitment
145,"A bit bureaucratic, teams are too large, you never work with the same people. every 6 - 8 weeks you change client, colleagues, director and industry which is good if you're at the start of your carrier. but not ideal for experienced hires. Lots' of clique difficult to get into. Disappointed.",bureaucratic process,Bureaucracy & Administrative Excess
145,"A bit bureaucratic, teams are too large, you never work with the same people. every 6 - 8 weeks you change client, colleagues, director and industry which is good if you're at the start of your carrier. but not ideal for experienced hires. Lots' of clique difficult to get into. Disappointed.",large teams,Company Structure & Organization
145,"A bit bureaucratic, teams are too large, you never work with the same people. every 6 - 8 weeks you change client, colleagues, director and industry which is good if you're at the start of your carrier. but not ideal for experienced hires. Lots' of clique difficult to get into. Disappointed.",frequent changes in clients and colleagues,Relationship With Peers & Colleagues
145,"A bit bureaucratic, teams are too large, you never work with the same people. every 6 - 8 weeks you change client, colleagues, director and industry which is good if you're at the start of your carrier. but not ideal for experienced hires. Lots' of clique difficult to get into. Disappointed.",cliquey environment,Relationship With Peers & Colleagues
146,lots of crunch and additional time dedicated to role.,lots of crunch,"Workload, Stress & Exhaustion"
146,lots of crunch and additional time dedicated to role.,extra time required for role,"Workload, Stress & Exhaustion"
147,Location is a bit inconvenient,inconvenient location,Company Climate
148,"Pay not competitive. The longer you stay, the more you are underpaid, unless you make it to the partner level.",low pay,Compensation & Benefits
148,"Pay not competitive. The longer you stay, the more you are underpaid, unless you make it to the partner level.",decreasing pay over time,Compensation & Benefits
148,"Pay not competitive. The longer you stay, the more you are underpaid, unless you make it to the partner level.",unequal pay for partners,Compensation & Benefits
149,"No Cons, Work life balance not good, pay can be better",poor work-life balance,Work Life Balance
149,"No Cons, Work life balance not good, pay can be better",lower than expected pay,Compensation & Benefits
150,"No evidence to support D&I in the workplace
Very 'cliquey'
Great for graduates but not good for qualified/experienced hires
No regard for individuality",lack of evidence for D&I,"Diversity, Equity, and Inclusion"
150,"No evidence to support D&I in the workplace
Very 'cliquey'
Great for graduates but not good for qualified/experienced hires
No regard for individuality",cliquey culture,Workplace Culture
150,"No evidence to support D&I in the workplace
Very 'cliquey'
Great for graduates but not good for qualified/experienced hires
No regard for individuality",lack of support for qualified/experienced hires,Staffing & Recruitment
150,"No evidence to support D&I in the workplace
Very 'cliquey'
Great for graduates but not good for qualified/experienced hires
No regard for individuality",lack of regard for individuality,Psychological Safety
151,"Long hours, no other cons",long hours,"Workload, Stress & Exhaustion"
152,can be scary for someone who isn't comfortable in the grey area or with ambiguous unclear tasks with minimal guidance,unclear tasks,Unclear Expectations
152,can be scary for someone who isn't comfortable in the grey area or with ambiguous unclear tasks with minimal guidance,minimal guidance,Management Practices
152,can be scary for someone who isn't comfortable in the grey area or with ambiguous unclear tasks with minimal guidance,ambiguity,Unclear Expectations
152,can be scary for someone who isn't comfortable in the grey area or with ambiguous unclear tasks with minimal guidance,grey area,Organizational Processes Efficiency
153,Work Life balance can be put at risk,risk to work life balance,Work Life Balance
154,work can be so broing,boring work,Meaningfulness of Work
155,Can be left to fend for yourself,lack of support,Support & Resources
156,Sometimes can be challenging to meet client demands requiring long hours.,challenging to meet client demands,Organizational Processes Efficiency
156,Sometimes can be challenging to meet client demands requiring long hours.,long hours,"Workload, Stress & Exhaustion"
157,sometimes long hours and lacking work life balance,long hours,"Workload, Stress & Exhaustion"
157,sometimes long hours and lacking work life balance,lacking work life balance,Work Life Balance
158,"People, culture, hiring process and lack of partner support",people,Relationship With Peers & Colleagues
158,"People, culture, hiring process and lack of partner support",negative culture,Workplace Culture
158,"People, culture, hiring process and lack of partner support",poor hiring process,Staffing & Recruitment
158,"People, culture, hiring process and lack of partner support",lack of partner support,Support & Resources
159,I had an extremely positive experience,,
160,You spend time doing work only for the partners to ignore and do their own thing because they know HR better than you do.,partners ignoring work,Relationship With Peers & Colleagues
160,You spend time doing work only for the partners to ignore and do their own thing because they know HR better than you do.,feeling of work being disregarded,Recognition
161,can be very busy at times,busy workload at times,"Workload, Stress & Exhaustion"
162,Bureaucracy and politics do exist,bureaucracy,Bureaucracy & Administrative Excess
162,Bureaucracy and politics do exist,politics,Company Climate
163,"None, great place to work",,
164,Sometimes hours can be long,long working hours,"Workload, Stress & Exhaustion"
165,Partner politics could make career progression,partner politics affecting career progression,Career Development & Growth Opportunities
166,long work hours and poor work life balance,long work hours,"Workload, Stress & Exhaustion"
166,long work hours and poor work life balance,poor work life balance,Work Life Balance
167,Lower than market pay compared to peers,lower than market pay,Compensation & Benefits
168,High pressure work environment and very competitive,high pressure work environment,"Workload, Stress & Exhaustion"
168,High pressure work environment and very competitive,competitive work environment,Company Innovativeness
169,"none really, nice people and good food",,
170,"Poor salary
Crap work life balance - constantly working overtime (unpaid of course)",poor salary,Compensation & Benefits
170,"Poor salary
Crap work life balance - constantly working overtime (unpaid of course)",crap work life balance,Work Life Balance
170,"Poor salary
Crap work life balance - constantly working overtime (unpaid of course)",constant unpaid overtime,"Workload, Stress & Exhaustion"
171,Hard to identify with the product sold in professional services,difficulty identifying product in professional services,"Company Brand, Prestige & Reputation"
172,High expectations for level of renumeration,high expectations for level of renumeration,Compensation & Benefits
173,Group projects can get complicated especially when deadlines do get involved.,complicated group projects,Organization of Work
173,Group projects can get complicated especially when deadlines do get involved.,involvement of deadlines,Organizational Processes Efficiency
174,"low pay compared to market, progression is snailspace",low pay,Compensation & Benefits
174,"low pay compared to market, progression is snailspace",slow progression,Career Development & Growth Opportunities
175,Insane gossip and office politics that decide assignments. Little actual expertise just selling bs and repetitive work to clients. Race to the bottom,insane gossip,Workplace Culture
175,Insane gossip and office politics that decide assignments. Little actual expertise just selling bs and repetitive work to clients. Race to the bottom,office politics deciding assignments,Management Practices
175,Insane gossip and office politics that decide assignments. Little actual expertise just selling bs and repetitive work to clients. Race to the bottom,lack of actual expertise,Company Innovativeness
175,Insane gossip and office politics that decide assignments. Little actual expertise just selling bs and repetitive work to clients. Race to the bottom,repetitive work,Variability of Work
175,Insane gossip and office politics that decide assignments. Little actual expertise just selling bs and repetitive work to clients. Race to the bottom,racing to the bottom,Company Strategy
176,Insane gossip and office politics that decide assignments. Little actual expertise just selling bs and repetitive work to clients. Race to the bottom,insane gossip,Workplace Culture
176,Insane gossip and office politics that decide assignments. Little actual expertise just selling bs and repetitive work to clients. Race to the bottom,office politics deciding assignments,Management Practices
176,Insane gossip and office politics that decide assignments. Little actual expertise just selling bs and repetitive work to clients. Race to the bottom,lack of actual expertise,Company Innovativeness
176,Insane gossip and office politics that decide assignments. Little actual expertise just selling bs and repetitive work to clients. Race to the bottom,repetitive work,Variability of Work
176,Insane gossip and office politics that decide assignments. Little actual expertise just selling bs and repetitive work to clients. Race to the bottom,racing to the bottom,Company Strategy
177,"workload quite demanding, pay at Junior levels not great",demanding workload,"Workload, Stress & Exhaustion"
177,"workload quite demanding, pay at Junior levels not great",poor pay at Junior levels,Compensation & Benefits
178,Sometimes they don't push back on the client when needed,failure to push back on clients when necessary,Management Practices
179,long working hours and low pay,long working hours,"Workload, Stress & Exhaustion"
179,long working hours and low pay,low pay,Compensation & Benefits
180,long working hours and low pay,long working hours,"Workload, Stress & Exhaustion"
180,long working hours and low pay,low pay,Compensation & Benefits
181,Work not particularly stimulating and pay can be low for work hours.,not stimulating work,Meaningfulness of Work
181,Work not particularly stimulating and pay can be low for work hours.,low pay for work hours,Compensation & Benefits
182,Work-life balance is not considered,lack of work-life balance,Work Life Balance
183,"Terrible company to work for, ethos and management both awful",terrible company to work for,"Company Brand, Prestige & Reputation"
183,"Terrible company to work for, ethos and management both awful",awful ethos,Workplace Culture
183,"Terrible company to work for, ethos and management both awful",awful management,Management Practices
184,"Terrible company to work for, ethos and management both awful",terrible company to work for,"Company Brand, Prestige & Reputation"
184,"Terrible company to work for, ethos and management both awful",awful ethos,Workplace Culture
184,"Terrible company to work for, ethos and management both awful",awful management,Management Practices
185,Timeline and nasty client and alot of documentations,unrealistic timeline,Organizational Processes Efficiency
185,Timeline and nasty client and alot of documentations,difficult client,Working Tools & Equipment
185,Timeline and nasty client and alot of documentations,excessive documentation,Bureaucracy & Administrative Excess
186,"Too much ""we are the best"" culture",excessive 'we are the best' culture,"Company Brand, Prestige & Reputation"
187,Minimal incentives beyond base pay,minimal incentives beyond base pay,Compensation & Benefits
188,Pay is below market. Partners take all the money.,below market pay,Compensation & Benefits
188,Pay is below market. Partners take all the money.,partners taking all the money,Compensation & Benefits
189,Mixed decisions for Covid-19 pandemic,mixed decisions for Covid-19 pandemic,Company Strategy
190,Massive hours - 55-60 per week is standard. Woeful pay. We claim to be a Tier 1 firm but pay Tier 3 salaries. The bonus scheme is also very weak.,massive hours,"Workload, Stress & Exhaustion"
190,Massive hours - 55-60 per week is standard. Woeful pay. We claim to be a Tier 1 firm but pay Tier 3 salaries. The bonus scheme is also very weak.,woeful pay,Compensation & Benefits
190,Massive hours - 55-60 per week is standard. Woeful pay. We claim to be a Tier 1 firm but pay Tier 3 salaries. The bonus scheme is also very weak.,weak bonus scheme,Compensation & Benefits
191,"Very competitive, high performance and political environment",competitive environment,Company Strategy
191,"Very competitive, high performance and political environment",high performance expectations,Performance Management
191,"Very competitive, high performance and political environment",political environment,Company Climate
192,"Very competitive, high performance and political environment",competitive environment,Company Strategy
192,"Very competitive, high performance and political environment",high performance expectations,Performance Management
192,"Very competitive, high performance and political environment",political environment,Company Climate
193,Too much Travelling during the week for projects,excessive travel during the week for projects,Flexible Work Arrangements
194,promotion schedule can be quite strict,strict promotion schedule,Promotion & Succession
195,Long Hours and Low pay for the work compared to other industries,long hours,"Workload, Stress & Exhaustion"
195,Long Hours and Low pay for the work compared to other industries,low pay,Compensation & Benefits
196,Uninteresting projects and lack of control over career and work,uninteresting projects,Company Innovativeness
196,Uninteresting projects and lack of control over career and work,lack of control over career and work,Career Development & Growth Opportunities
197,"Below industry pay, perception to outsiders is that we earn far more than we do.

They cut pensions and bonuses due to covid yet always talk about strong pipelines - it doesn’t make sense",below industry pay,Compensation & Benefits
197,"Below industry pay, perception to outsiders is that we earn far more than we do.

They cut pensions and bonuses due to covid yet always talk about strong pipelines - it doesn’t make sense",cuts to pensions and bonuses,Compensation & Benefits
197,"Below industry pay, perception to outsiders is that we earn far more than we do.

They cut pensions and bonuses due to covid yet always talk about strong pipelines - it doesn’t make sense",perceived high salaries,Compensation & Benefits
197,"Below industry pay, perception to outsiders is that we earn far more than we do.

They cut pensions and bonuses due to covid yet always talk about strong pipelines - it doesn’t make sense",inconsistent messaging about financial stability,Communication
198,Not to much career development for the UK office,limited career development opportunities in the UK office,Career Development & Growth Opportunities
199,Long working hours - it's a consultancy company!,long working hours,"Workload, Stress & Exhaustion"
200,Long working hours - it's a consultancy company!,long working hours,"Workload, Stress & Exhaustion"
201,"Nothing to suggest, everything is great",,
202,"Not immune to corporate politics, 2020 has seen lot of negative changes but hopeful these will improve again with time",not immune to corporate politics,Company Strategy
202,"Not immune to corporate politics, 2020 has seen lot of negative changes but hopeful these will improve again with time",negative changes in 2020,Company Strategy
203,"Progression, political, work life balance, salary, bonus",lack of progression,Career Development & Growth Opportunities
203,"Progression, political, work life balance, salary, bonus",politics at work,Workplace Culture
203,"Progression, political, work life balance, salary, bonus",dissatisfaction with salary,Compensation & Benefits
203,"Progression, political, work life balance, salary, bonus",lack of bonuses,Compensation & Benefits
204,"Long hours, Heavy workload, Hard to network",long hours,"Workload, Stress & Exhaustion"
204,"Long hours, Heavy workload, Hard to network",heavy workload,"Workload, Stress & Exhaustion"
204,"Long hours, Heavy workload, Hard to network",hard to network,Relationship With Peers & Colleagues
205,"Progression, political, work life balance, salary, bonus",lack of progression,Career Development & Growth Opportunities
205,"Progression, political, work life balance, salary, bonus",politics at work,Workplace Culture
205,"Progression, political, work life balance, salary, bonus",dissatisfaction with salary,Compensation & Benefits
205,"Progression, political, work life balance, salary, bonus",lack of bonuses,Compensation & Benefits
206,Lack of opportunities for growth,lack of opportunities for growth,Career Development & Growth Opportunities
207,Difficult to get recognition and reward,difficulty getting recognition and rewards,Recognition
208,Difficult to get recognition and reward,difficulty getting recognition and rewards,Recognition
209,Very low starting salary compared to the same position within Big 4.,very low starting salary compared to Big 4,Compensation & Benefits
210,Very low starting salary compared to the same position within Big 4.,very low starting salary compared to Big 4,Compensation & Benefits
211,"Hierarchical culture, some bad eggs spoiling it for others",hierarchical culture,Company Structure & Organization
211,"Hierarchical culture, some bad eggs spoiling it for others",bad eggs spoiling the culture,Workplace Culture
212,A lot of hoops to jump through for promotion,hoops to jump through for promotion,Promotion & Succession
213,A lot of hoops to jump through for promotion,hoops to jump through for promotion,Promotion & Succession
214,High pressure and working hours,high pressure,"Workload, Stress & Exhaustion"
214,High pressure and working hours,long working hours,"Workload, Stress & Exhaustion"
215,High pressure and working hours,high pressure,"Workload, Stress & Exhaustion"
215,High pressure and working hours,long working hours,"Workload, Stress & Exhaustion"
216,"Long hours, difficult work life balance",long hours,"Workload, Stress & Exhaustion"
216,"Long hours, difficult work life balance",difficult work-life balance,Work Life Balance
217,Limited path to partner if you are not a sales person,limited career path for non-sales personnel,Career Development & Growth Opportunities
218,The workload is often ridiculous and you don't get any thanks or credit for working evenings and weekends (which is completely unpaid).,ridiculous workload,"Workload, Stress & Exhaustion"
218,The workload is often ridiculous and you don't get any thanks or credit for working evenings and weekends (which is completely unpaid).,unpaid evening and weekend work,"Workload, Stress & Exhaustion"
219,The workload is often ridiculous and you don't get any thanks or credit for working evenings and weekends (which is completely unpaid).,ridiculous workload,"Workload, Stress & Exhaustion"
219,The workload is often ridiculous and you don't get any thanks or credit for working evenings and weekends (which is completely unpaid).,unpaid evening and weekend work,"Workload, Stress & Exhaustion"
220,Pay can be a little less.,lower than expected pay,Compensation & Benefits
221,"None, no other cons for me",,
222,"None, no other cons for me",,
223,Complex and out of date career path and development. Not good for experienced hires.,complex and outdated career path,Career Development & Growth Opportunities
223,Complex and out of date career path and development. Not good for experienced hires.,not good for experienced hires,Staffing & Recruitment
224,They’re just here for profit.,lack of concern for anything other than profit,"Company Brand, Prestige & Reputation"
225,The companies technical capabilities are not fit for purpose.,inadequate technical capabilities,Working Tools & Equipment
226,Low salary and benefits at lower levels,low salary,Compensation & Benefits
226,Low salary and benefits at lower levels,low benefits at lower levels,Compensation & Benefits
227,"Poor training, long hours, poor work life balance",poor training,Employee Training & Development
227,"Poor training, long hours, poor work life balance",long hours,"Workload, Stress & Exhaustion"
227,"Poor training, long hours, poor work life balance",poor work life balance,Work Life Balance
228,could be improved in some areas,could be improved in some areas,Organizational Processes Efficiency
229,"The firm is ambitious and seeks, like many others, to get more from less. It spreads itself and its people too thin, is unable to truly become an expert in something, and will expect non-chargeable work like business development to be done no matter how many days a week you're spending on chargeable projects. Your 35 hour week contract is never met and your days are hugely fragmented. Partners not always present. It's a sink or swim company.

It's pushing a big, aggressively liberal left-modernist agenda on people, changing its in-house assessment criteria based on race, and has gone overboard on diversity and inclusion. It's getting folks down and ruffling feathers with the constant training / messaging.",firm is too ambitious,Company Strategy
229,"The firm is ambitious and seeks, like many others, to get more from less. It spreads itself and its people too thin, is unable to truly become an expert in something, and will expect non-chargeable work like business development to be done no matter how many days a week you're spending on chargeable projects. Your 35 hour week contract is never met and your days are hugely fragmented. Partners not always present. It's a sink or swim company.

It's pushing a big, aggressively liberal left-modernist agenda on people, changing its in-house assessment criteria based on race, and has gone overboard on diversity and inclusion. It's getting folks down and ruffling feathers with the constant training / messaging.",spreads itself and its people too thin,Resource Allocation Efficiency
229,"The firm is ambitious and seeks, like many others, to get more from less. It spreads itself and its people too thin, is unable to truly become an expert in something, and will expect non-chargeable work like business development to be done no matter how many days a week you're spending on chargeable projects. Your 35 hour week contract is never met and your days are hugely fragmented. Partners not always present. It's a sink or swim company.

It's pushing a big, aggressively liberal left-modernist agenda on people, changing its in-house assessment criteria based on race, and has gone overboard on diversity and inclusion. It's getting folks down and ruffling feathers with the constant training / messaging.",unable to become an expert,Employee Training & Development
229,"The firm is ambitious and seeks, like many others, to get more from less. It spreads itself and its people too thin, is unable to truly become an expert in something, and will expect non-chargeable work like business development to be done no matter how many days a week you're spending on chargeable projects. Your 35 hour week contract is never met and your days are hugely fragmented. Partners not always present. It's a sink or swim company.

It's pushing a big, aggressively liberal left-modernist agenda on people, changing its in-house assessment criteria based on race, and has gone overboard on diversity and inclusion. It's getting folks down and ruffling feathers with the constant training / messaging.",expects non-chargeable work,Organization of Work
229,"The firm is ambitious and seeks, like many others, to get more from less. It spreads itself and its people too thin, is unable to truly become an expert in something, and will expect non-chargeable work like business development to be done no matter how many days a week you're spending on chargeable projects. Your 35 hour week contract is never met and your days are hugely fragmented. Partners not always present. It's a sink or swim company.

It's pushing a big, aggressively liberal left-modernist agenda on people, changing its in-house assessment criteria based on race, and has gone overboard on diversity and inclusion. It's getting folks down and ruffling feathers with the constant training / messaging.",35 hour week contract never met,Flexible Work Arrangements
229,"The firm is ambitious and seeks, like many others, to get more from less. It spreads itself and its people too thin, is unable to truly become an expert in something, and will expect non-chargeable work like business development to be done no matter how many days a week you're spending on chargeable projects. Your 35 hour week contract is never met and your days are hugely fragmented. Partners not always present. It's a sink or swim company.

It's pushing a big, aggressively liberal left-modernist agenda on people, changing its in-house assessment criteria based on race, and has gone overboard on diversity and inclusion. It's getting folks down and ruffling feathers with the constant training / messaging.",days are fragmented,Organization of Work
229,"The firm is ambitious and seeks, like many others, to get more from less. It spreads itself and its people too thin, is unable to truly become an expert in something, and will expect non-chargeable work like business development to be done no matter how many days a week you're spending on chargeable projects. Your 35 hour week contract is never met and your days are hugely fragmented. Partners not always present. It's a sink or swim company.

It's pushing a big, aggressively liberal left-modernist agenda on people, changing its in-house assessment criteria based on race, and has gone overboard on diversity and inclusion. It's getting folks down and ruffling feathers with the constant training / messaging.",partners not always present,Relationship With Peers & Colleagues
229,"The firm is ambitious and seeks, like many others, to get more from less. It spreads itself and its people too thin, is unable to truly become an expert in something, and will expect non-chargeable work like business development to be done no matter how many days a week you're spending on chargeable projects. Your 35 hour week contract is never met and your days are hugely fragmented. Partners not always present. It's a sink or swim company.

It's pushing a big, aggressively liberal left-modernist agenda on people, changing its in-house assessment criteria based on race, and has gone overboard on diversity and inclusion. It's getting folks down and ruffling feathers with the constant training / messaging.",aggressive liberal left-modernist agenda,Workplace Culture
229,"The firm is ambitious and seeks, like many others, to get more from less. It spreads itself and its people too thin, is unable to truly become an expert in something, and will expect non-chargeable work like business development to be done no matter how many days a week you're spending on chargeable projects. Your 35 hour week contract is never met and your days are hugely fragmented. Partners not always present. It's a sink or swim company.

It's pushing a big, aggressively liberal left-modernist agenda on people, changing its in-house assessment criteria based on race, and has gone overboard on diversity and inclusion. It's getting folks down and ruffling feathers with the constant training / messaging.",changes assessment criteria based on race,Justice & Fairness
229,"The firm is ambitious and seeks, like many others, to get more from less. It spreads itself and its people too thin, is unable to truly become an expert in something, and will expect non-chargeable work like business development to be done no matter how many days a week you're spending on chargeable projects. Your 35 hour week contract is never met and your days are hugely fragmented. Partners not always present. It's a sink or swim company.

It's pushing a big, aggressively liberal left-modernist agenda on people, changing its in-house assessment criteria based on race, and has gone overboard on diversity and inclusion. It's getting folks down and ruffling feathers with the constant training / messaging.",goes overboard on diversity and inclusion,"Diversity, Equity, and Inclusion"
229,"The firm is ambitious and seeks, like many others, to get more from less. It spreads itself and its people too thin, is unable to truly become an expert in something, and will expect non-chargeable work like business development to be done no matter how many days a week you're spending on chargeable projects. Your 35 hour week contract is never met and your days are hugely fragmented. Partners not always present. It's a sink or swim company.

It's pushing a big, aggressively liberal left-modernist agenda on people, changing its in-house assessment criteria based on race, and has gone overboard on diversity and inclusion. It's getting folks down and ruffling feathers with the constant training / messaging.",constant training/messaging is getting folks down,Bureaucracy & Administrative Excess
230,Low pay scale compared to the industry,low pay scale compared to the industry,Compensation & Benefits
231,Low pay scale compared to the industry,low pay scale compared to the industry,Compensation & Benefits
232,I didn't like the division I was on.,disliked division,Company Structure & Organization
233,I didn't like the division I was on.,disliked division,Company Structure & Organization
234,Bonus is very little. Review process is not transparent at all.,low bonus,Compensation & Benefits
234,Bonus is very little. Review process is not transparent at all.,non-transparent review process,Communication
235,shared space with all of you coworkers. you have a locker,lack of private workspace,Working Tools & Equipment
236,Inflexible promotion and work overtime,inflexible promotion,Career Development & Growth Opportunities
236,Inflexible promotion and work overtime,mandatory overtime,"Workload, Stress & Exhaustion"
237,long hours especially during the lockdown,long hours,"Workload, Stress & Exhaustion"
237,long hours especially during the lockdown,particularly during lockdown,Flexible Work Arrangements
238,Can't really think of any,,
239,Can't really think of any,,
240,Too much work and fast speed. Very high quality is expected,too much work,"Workload, Stress & Exhaustion"
240,Too much work and fast speed. Very high quality is expected,fast speed,Organizational Processes Efficiency
240,Too much work and fast speed. Very high quality is expected,high quality expectation,Quality of Work
241,Too much work and fast speed. Very high quality is expected,too much work,"Workload, Stress & Exhaustion"
241,Too much work and fast speed. Very high quality is expected,fast speed,Organizational Processes Efficiency
241,Too much work and fast speed. Very high quality is expected,high quality expectation,Quality of Work
242,work-life balance can be quite sportadic,poor work-life balance,Work Life Balance
243,Getting gradually swallowed by the Deloitte machine and is losing its former magic.,loss of former magic,"Company Brand, Prestige & Reputation"
243,Getting gradually swallowed by the Deloitte machine and is losing its former magic.,being swallowed by Deloitte machine,"Company Brand, Prestige & Reputation"
244,Work load is high and can be intense.,high work load,"Workload, Stress & Exhaustion"
244,Work load is high and can be intense.,intense work environment,Company Climate
245,Projects out of your hands,lack of control over projects,Organizational Processes Efficiency
246,Projects out of your hands,lack of control over projects,Organizational Processes Efficiency
247,Strict hard fail policy on exams,strict hard fail policy on exams,Performance Management
248,Strict hard fail policy on exams,strict hard fail policy on exams,Performance Management
249,salary was lower comparing to oher tech companies/consulting companies,lower salary compared to other tech/consulting companies,Compensation & Benefits
250,"Can be long hours, and bonuses aren’t great!",long hours,"Workload, Stress & Exhaustion"
250,"Can be long hours, and bonuses aren’t great!",poor bonuses,Compensation & Benefits
251,High work load at times and part of a large organisation so making an impact can be difficult.,high work load,"Workload, Stress & Exhaustion"
251,High work load at times and part of a large organisation so making an impact can be difficult.,difficulty making an impact,Meaningfulness of Work
252,Lack of work life balance,lack of work life balance,Work Life Balance
253,Lack of work life balance,lack of work life balance,Work Life Balance
254,Working hours can sometimes be long!,long working hours,"Workload, Stress & Exhaustion"
255,Working hours can sometimes be long!,long working hours,"Workload, Stress & Exhaustion"
256,Longer hour compares to other divisions,longer hours compared to other divisions,"Workload, Stress & Exhaustion"
257,Too much bureaucracy at times,too much bureaucracy,Bureaucracy & Administrative Excess
258,Too much bureaucracy at times,too much bureaucracy,Bureaucracy & Administrative Excess
259,work life balance hours around,work life balance,Work Life Balance
259,work life balance hours around,long hours,"Workload, Stress & Exhaustion"
260,"Very large organisation, difficult to navigate",large,Capacity Planning
260,"Very large organisation, difficult to navigate",difficult-to-navigate organization,Company Structure & Organization
261,"Very large organisation, difficult to navigate",large,Capacity Planning
261,"Very large organisation, difficult to navigate",difficult-to-navigate organization,Company Structure & Organization
262,"No progression, you're there to serve the partners",lack of progression,Career Development & Growth Opportunities
